thisRow.t,notes,beforeplay.started,imageBeforeplay.started,beforeplay.stopped,trial.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.012560200062580407,0.02891520003322512,1.013157100067474,,,581607,001,2025-05-06_23h26.18.797,untitled,2024.2.5,59.839749129798726,2025-05-06 23h26.22.173214 +0700,
,,,,,1.0131799000082538,1.013364200014621,581607,001,2025-05-06_23h26.18.797,untitled,2024.2.5,59.839749129798726,2025-05-06 23h26.22.173214 +0700,
