Memory_image,answer_key,answer_image,thisN,thisTrialN,thisRepN,loopmemory.thisRepN,loopmemory.thisTrialN,loopmemory.thisN,loopmemory.thisIndex,thisRow.t,notes,beforeplay.started,imageBeforeplay.started,keyBeforeplay.started,beforeplay.stopped,keyBeforeplay.keys,keyBeforeplay.rt,keyBeforeplay.duration,fixation.started,imagefixation.started,imagefixation.stopped,fixation.stopped,trialmemory.started,image_2.started,keyspace.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.004269100027158856,0.020174000004772097,0.020174000004772097,2.11682940000901,space,2.0480605000047944,None,,,,,,,,017656,001,2025-05-31_16h09.09.787,untitled,2024.2.5,59.953080724690075,2025-05-31 16h09.14.484798 +0700,
image/memory1.png,3,image/memory1a.png,0,0,0,0,0,0,0,2.129910200019367,,,,,,,,,2.1228324000258,2.129910200019367,2.695064800034743,2.613974899984896,2.6860366000328213,2.695064800034743,2.695064800034743,,,,,,,,
