thisRow.t,notes,beforeplay.started,imageBeforeplay.started,keyBeforeplay.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01866980001796037,0.0349729000008665,0.0349729000008665,,,,,,,,
