Memory_image,answer_key,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,loopmemory.thisRepN,loopmemory.thisTrialN,loopmemory.thisN,loopmemory.thisIndex,thisRow.t,notes,beforeplay.started,imageBeforeplay.started,keyBeforeplay.started,beforeplay.stopped,keyBeforeplay.keys,keyBeforeplay.rt,keyBeforeplay.duration,fixation.started,imagefixation.started,fixation.stopped,trialmemory.started,image_2.started,key_resp.started,trialmemory.stopped,loopmemory.key_resp.keys,loopmemory.key_resp.corr,loopmemory.key_resp.rt,loopmemory.key_resp.duration,imagefixation.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,0.015021700000005467,0.03041680000001179,0.03041680000001179,1.723734300000018,space,1.6382515999999896,None,,,,,,,,,,,,,623686,001,2025-05-07_16h00.40.269,untitled,2024.2.5,60.33706699103693,2025-05-07 16h00.45.202991 +0700,
image/memory1.png,None,0,0,0,1,0,0.6035678000000075,None,0,0,0,0,1.7456903000000068,,,,,,,,,1.730229300000019,1.7456903000000068,2.2318302000000187,2.3095729000000063,2.3302775000000224,2.3302775000000224,2.949100300000026,1,0,0.6035678000000075,None,,623686,001,2025-05-07_16h00.40.269,untitled,2024.2.5,60.33706699103693,2025-05-07 16h00.45.202991 +0700,
image/memory1a.png,3,1,1,0,1,0,0.44017750000000433,None,0,1,1,1,2.963125500000018,,,,,,,,,2.94919950000002,2.963125500000018,3.448955699999999,3.4724012000000073,3.4804613000000018,3.4804613000000018,3.9328365000000076,1,0,0.44017750000000433,None,3.4804613000000018,623686,001,2025-05-07_16h00.40.269,untitled,2024.2.5,60.33706699103693,2025-05-07 16h00.45.202991 +0700,
image/memory2.png,None,2,2,0,,,,,0,2,2,2,3.9467867000000183,,,,,,,,,3.9329319,3.9467867000000183,4.432224500000018,4.460151500000023,4.481268800000009,4.481268800000009,,,,,,4.481268800000009,,,,,,,,
