Memory_image,answer_key,answer_image,thisN,thisTrialN,thisRepN,loopmemory.thisRepN,loopmemory.thisTrialN,loopmemory.thisN,loopmemory.thisIndex,thisRow.t,notes,beforeplay.started,imageBeforeplay.started,keyBeforeplay.started,beforeplay.stopped,keyBeforeplay.keys,keyBeforeplay.rt,keyBeforeplay.duration,fixation.started,imagefixation.started,fixation.stopped,trialmemory.started,image_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.003825200008577667,0.019702700010384433,0.019702700010384433,0.9678635000018403,space,0.8988467000017408,None,,,,,,701541,001,2025-05-08_21h31.23.360,untitled,2024.2.5,59.93744927960791,2025-05-08 21h31.28.063202 +0700,
image/memory1.png,3,image/memory1a.png,0,0,0,0,0,0,0,0.9969195000012405,,,,,,,,,0.9736550000088755,0.9969195000012405,1.478828599996632,1.560967500001425,1.5777925000002142,,,,,,,,
